id дома,Наименование адреса,УДАЛИТЬ!,Тип (дом/бизнес-центр),Наименование сегмента,GUID
3993,"Московская обл., Раменский г.о., г. Раменское, ул. Левашова, д.12",,МКД,"Раменский г.о., г. Раменское, ул. Левашова",
3566,"Московская обл., Раменский г.о., г. Раменское, ул. Левашова, д.27",,МКД,"Раменский г.о., г. Раменское, ул. Левашова",FDABE204-BA53-11E7-8E30-FE5F11EEAB0E
2466,"Московская обл., Раменский г.о., г. Раменское, ул. Левашова, д.29",,МКД,"Раменский г.о., г. Раменское, ул. Левашова",FCE7BC2A-BA54-11E7-8E30-FE5F11EEAB0E
3100,"Московская обл., Раменский г.о., г. Раменское, ул. Левашова, д.29а",,МКД,"Раменский г.о., г. Раменское, ул. Левашова",2C26EE6E-BA52-11E7-BC29-FE5F11EEAB0E
2344,"Московская обл., Раменский г.о., г. Раменское, ул. Левашова, д.31",,МКД,"Раменский г.о., г. Раменское, ул. Левашова",75230686-BA50-11E7-98AD-FE5F11EEAB0E
3585,"Московская обл., Раменский г.о., г. Раменское, ул. Левашова, д.33",,МКД,"Раменский г.о., г. Раменское, ул. Левашова",1089119E-BA54-11E7-8E30-FE5F11EEAB0E
3119,"Московская обл., Раменский г.о., г. Раменское, ул. Левашова, д.35",,МКД,"Раменский г.о., г. Раменское, ул. Левашова",4435FF4A-BA52-11E7-BC29-FE5F11EEAB0E
3824,"Московская обл., Раменский г.о., г. Раменское, ул. Левашова, д.37",,МКД,"Раменский г.о., г. Раменское, ул. Левашова",F64D5342-BA55-11E7-B286-FE5F11EEAB0E
3122,"Московская обл., Раменский г.о., г. Раменское, ул. Левашова, д.37а",,МКД,"Раменский г.о., г. Раменское, ул. Левашова",46348014-BA52-11E7-BC29-FE5F11EEAB0E
2450,"Московская обл., Раменский г.о., г. Раменское, ул. Лесная, д.21",,МКД,"Раменский г.о., г. Раменское, ул. Лесная",ED7D327E-BA54-11E7-8E30-FE5F11EEAB0E
3497,"Московская обл., Раменский г.о., г. Раменское, ул. Лесная, д.23",,МКД,"Раменский г.о., г. Раменское, ул. Лесная",C26168C2-BA53-11E7-8E30-FE5F11EEAB0E
2442,"Московская обл., Раменский г.о., г. Раменское, ул. Лесная, д.25",,МКД,"Раменский г.о., г. Раменское, ул. Лесная",E7F69372-BA54-11E7-8E30-FE5F11EEAB0E
3686,"Московская обл., Раменский г.о., г. Раменское, ул. Лесная, д.25а",,МКД,"Раменский г.о., г. Раменское, ул. Лесная",77E38004-BA54-11E7-8E30-FE5F11EEAB0E
3074,"Московская обл., Раменский г.о., г. Раменское, ул. Лесная, д.27",,МКД,"Раменский г.о., г. Раменское, ул. Лесная",16A98FA6-BA52-11E7-BC29-FE5F11EEAB0E
3780,"Московская обл., Раменский г.о., г. Раменское, ул. Лучистая, д.1",,МКД,"Раменский г.о., г. Раменское, ул. Лучистая",BBE9C3FC-2CC6-11E6-9904-1CB95553488B
3728,"Московская обл., Раменский г.о., г. Раменское, ул. Лучистая, д.2",,МКД,"Раменский г.о., г. Раменское, ул. Лучистая",BDFA29B6-2CC6-11E6-9904-1CB95553488B
3925,"Московская обл., Раменский г.о., г. Раменское, ул. Лучистая, д.3",,МКД,"Раменский г.о., г. Раменское, ул. Лучистая",C00D69C0-2CC6-11E6-9904-1CB95553488B
3725,"Московская обл., Раменский г.о., г. Раменское, ул. Лучистая, д.5",,МКД,"Раменский г.о., г. Раменское, ул. Лучистая",196051EE-7AFB-11E7-B3E0-E98311EEAB0E
3726,"Московская обл., Раменский г.о., г. Раменское, ул. Лучистая, д.6",,МКД,"Раменский г.о., г. Раменское, ул. Лучистая",1944057A-7AFB-11E7-B3E0-E98311EEAB0E
70613,"Московская обл., Раменский г.о., г. Раменское, ул. Лучистая, д.7",,МКД,"Раменский г.о., г. Раменское, ул. Лучистая",
70614,"Московская обл., Раменский г.о., г. Раменское, ул. Лучистая, д.8",,МКД,"Раменский г.о., г. Раменское, ул. Лучистая",
70615,"Московская обл., Раменский г.о., г. Раменское, ул. Лучистая, д.9",,МКД,"Раменский г.о., г. Раменское, ул. Лучистая",
3962,"Московская обл., Раменский г.о., г. Раменское, ул. Махова, д.6",,МКД,"Раменский г.о., г. Раменское, ул. Махова",
3230,"Московская обл., Раменский г.о., г. Раменское, ул. Мира, д.2",,МКД,"Раменский г.о., г. Раменское, ул. Мира",B74CFA6A-BA52-11E7-A987-FE5F11EEAB0E
3750,"Московская обл., Раменский г.о., г. Раменское, ул. Мира, д.3/3",,МКД,"Раменский г.о., г. Раменское, ул. Мира",F752B5A2-BA55-11E7-B286-FE5F11EEAB0E
2323,"Московская обл., Раменский г.о., г. Раменское, ул. Мира, д.4",,МКД,"Раменский г.о., г. Раменское, ул. Мира",5EF26640-BA50-11E7-98AD-FE5F11EEAB0E
2472,"Московская обл., Раменский г.о., г. Раменское, ул. Мира, д.5",,МКД,"Раменский г.о., г. Раменское, ул. Мира",02440642-BA55-11E7-8E30-FE5F11EEAB0E
3630,"Московская обл., Раменский г.о., г. Раменское, ул. Мира, д.6",,МКД,"Раменский г.о., г. Раменское, ул. Мира",3E6B5126-BA54-11E7-8E30-FE5F11EEAB0E
3302,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.1",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F72D3C12-BA52-11E7-B03F-FE5F11EEAB0E
3810,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.1 стр.Б",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",1F82406C-E741-11E6-8470-C998683AEA17
3209,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.10",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",A60C5110-BA52-11E7-A3C4-FE5F11EEAB0E
2758,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.12",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",10308590-BA51-11E7-B2FB-FE5F11EEAB0E
3811,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.12 к.1",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",88411E7E-2CD0-11E6-9904-1CB95553488B
3280,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.14",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",E2A3BFF0-BA52-11E7-BD79-FE5F11EEAB0E
3373,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.14 к.1",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",4416D60A-BA53-11E7-9397-FE5F11EEAB0E
3383,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.16",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",4F46795E-BA53-11E7-9815-FE5F11EEAB0E
3235,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.16 к.1",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",C0AC970A-BA52-11E7-9F8A-FE5F11EEAB0E
3951,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.18 к.1",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F76FC7BE-BA55-11E7-B286-FE5F11EEAB0E
3892,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.18 к.2",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F6FC7DFE-BA55-11E7-B286-FE5F11EEAB0E
3989,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.1а",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
3099,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.20",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",2B31FCA6-BA52-11E7-BC29-FE5F11EEAB0E
2303,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.22",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",45929332-BA50-11E7-98AD-FE5F11EEAB0E
3113,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.23",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",3C8ECECA-BA52-11E7-BC29-FE5F11EEAB0E
3041,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.24",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F97CDE9C-BA51-11E7-BC29-FE5F11EEAB0E
3503,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.25",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",C525CB2A-BA53-11E7-8E30-FE5F11EEAB0E
3668,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.26",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",686C7662-BA54-11E7-8E30-FE5F11EEAB0E
2349,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.27",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",76BF446E-BA50-11E7-98AD-FE5F11EEAB0E
2601,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.3",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",7ED515E8-BA50-11E7-98AD-FE5F11EEAB0E
3303,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.31",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F732D816-BA52-11E7-B03F-FE5F11EEAB0E
2620,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.33",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",8CB02662-BA50-11E7-9053-FE5F11EEAB0E
2957,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.35",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",C0857702-BA51-11E7-BC29-FE5F11EEAB0E
2852,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.44",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",67D2C704-BA51-11E7-A75B-FE5F11EEAB0E
2509,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.46",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",24D3D034-BA55-11E7-8E30-FE5F11EEAB0E
2877,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.48",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",77675A36-BA51-11E7-B9A7-FE5F11EEAB0E
2422,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.56",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",D497FA82-BA54-11E7-8E30-FE5F11EEAB0E
2947,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.60/1",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",B85FAC46-BA51-11E7-BC29-FE5F11EEAB0E
3301,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.62",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F397FB32-BA52-11E7-94BD-FE5F11EEAB0E
2658,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.64",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",A81F58A0-BA50-11E7-A298-FE5F11EEAB0E
3890,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.66/2",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F7D3261A-BA55-11E7-B286-FE5F11EEAB0E
3922,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.74",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F794AA70-BA55-11E7-B286-FE5F11EEAB0E
3887,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.76",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F7950EC0-BA55-11E7-B286-FE5F11EEAB0E
3842,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.78",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F73EB624-BA55-11E7-B286-FE5F11EEAB0E
3747,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.8",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F72D535C-BA55-11E7-B286-FE5F11EEAB0E
3933,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.8 стр.А",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",4A754DB8-6EB6-11E6-AC40-1BA0C711C228
3888,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.80",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F7AAEE98-BA55-11E7-B286-FE5F11EEAB0E
3889,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.82",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",F7E7AA2C-BA55-11E7-B286-FE5F11EEAB0E
3992,"Московская обл., Раменский г.о., г. Раменское, ул. Михалевича, д.8а",,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
70620,"Московская обл., Раменский г.о., г. Раменское, ул. Мичурина, д.10",,МКД,"Раменский г.о., г. Раменское, ул. Мичурина",
70619,"Московская обл., Раменский г.о., г. Раменское, ул. Мичурина, д.11",,МКД,"Раменский г.о., г. Раменское, ул. Мичурина",
3977,"Московская обл., Раменский г.о., г. Раменское, ул. Мичурина, д.13",,МКД,"Раменский г.о., г. Раменское, ул. Мичурина",
70616,"Московская обл., Раменский г.о., г. Раменское, ул. Мичурина, д.3",,МКД,"Раменский г.о., г. Раменское, ул. Мичурина",
70617,"Московская обл., Раменский г.о., г. Раменское, ул. Мичурина, д.5",,МКД,"Раменский г.о., г. Раменское, ул. Мичурина",
70618,"Московская обл., Раменский г.о., г. Раменское, ул. Мичурина, д.7",,МКД,"Раменский г.о., г. Раменское, ул. Мичурина",
2728,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.1",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",F0611CA2-BA50-11E7-B19F-FE5F11EEAB0E
3272,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.10",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",DCC35B7C-BA52-11E7-8100-FE5F11EEAB0E
3717,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.11",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",9639F4A2-BA54-11E7-8E30-FE5F11EEAB0E
3251,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.12",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",CB5D7F8E-BA52-11E7-BCE3-FE5F11EEAB0E
3517,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.13",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",D54C193C-BA53-11E7-8E30-FE5F11EEAB0E
3436,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.14",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",895F659C-BA53-11E7-8E30-FE5F11EEAB0E
3147,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.15",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",5EC15FDA-BA52-11E7-BC29-FE5F11EEAB0E
3596,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.16",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",17E6FF5A-BA54-11E7-8E30-FE5F11EEAB0E
2372,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.18",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",AAA6F3AE-BA54-11E7-8E30-FE5F11EEAB0E
3356,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.2",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",31930ECC-BA53-11E7-8FB3-FE5F11EEAB0E
3087,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.27",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",1F7A2AA0-BA52-11E7-BC29-FE5F11EEAB0E
108456,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.28",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",
2553,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.28а",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",D4BA354C-BA55-11E7-8E30-FE5F11EEAB0E
2545,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.29",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",CF2038D4-BA55-11E7-8E30-FE5F11EEAB0E
3349,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.3",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",257A2C10-BA53-11E7-B8FB-FE5F11EEAB0E
2931,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.30",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",A94C0DF8-BA51-11E7-9B48-FE5F11EEAB0E
3532,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.4",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",DF2B2F74-BA53-11E7-8E30-FE5F11EEAB0E
2904,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.5",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",8DB1F8DC-BA51-11E7-BA8A-FE5F11EEAB0E
3088,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.6",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",204F7638-BA52-11E7-BC29-FE5F11EEAB0E
2836,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.7",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",56AC148A-BA51-11E7-9082-FE5F11EEAB0E
2478,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.8",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",095776B2-BA55-11E7-8E30-FE5F11EEAB0E
2789,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.8а",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",28B108E2-BA51-11E7-AF1E-FE5F11EEAB0E
2385,"Московская обл., Раменский г.о., г. Раменское, ул. Молодежная, д.9",,МКД,"Раменский г.о., г. Раменское, ул. Молодежная",B427E3A2-BA54-11E7-8E30-FE5F11EEAB0E
3816,"Московская обл., Раменский г.о., г. Раменское, ул. Москворецкая, д.38 к.1",,МКД,"Раменский г.о., г. Раменское, ул. Москворецкая",A88F7BA8-2CD0-11E6-9904-1CB95553488B
3902,"Московская обл., Раменский г.о., г. Раменское, ул. Москворецкая, д.38 к.2",,МКД,"Раменский г.о., г. Раменское, ул. Москворецкая",AABE0642-2CD0-11E6-9904-1CB95553488B
2890,"Московская обл., Раменский г.о., г. Раменское, ул. Москворецкая, д.40",,МКД,"Раменский г.о., г. Раменское, ул. Москворецкая",81E32D6E-BA51-11E7-B129-FE5F11EEAB0E
3395,"Московская обл., Раменский г.о., г. Раменское, ул. Московская, д.56",,МКД,"Раменский г.о., г. Раменское, ул. Московская",5D0DEFCC-BA53-11E7-B41A-FE5F11EEAB0E
3476,"Московская обл., Раменский г.о., г. Раменское, ул. Народная, д.21",,МКД,"Раменский г.о., г. Раменское, ул. Народная",B2C679D4-BA53-11E7-8E30-FE5F11EEAB0E
3207,"Московская обл., Раменский г.о., г. Раменское, ул. Народная, д.3",,МКД,"Раменский г.о., г. Раменское, ул. Народная",A59D397E-BA52-11E7-A3C4-FE5F11EEAB0E
2895,"Московская обл., Раменский г.о., г. Раменское, ул. Народная, д.4",,МКД,"Раменский г.о., г. Раменское, ул. Народная",8513E118-BA51-11E7-9084-FE5F11EEAB0E
2535,"Московская обл., Раменский г.о., г. Раменское, ул. Народная, д.5",,МКД,"Раменский г.о., г. Раменское, ул. Народная",3A2C4E98-BA55-11E7-8E30-FE5F11EEAB0E
2875,"Московская обл., Раменский г.о., г. Раменское, ул. Народная, д.6",,МКД,"Раменский г.о., г. Раменское, ул. Народная",7628691C-BA51-11E7-B9A7-FE5F11EEAB0E
3161,"Московская обл., Раменский г.о., г. Раменское, ул. Народная, д.7",,МКД,"Раменский г.о., г. Раменское, ул. Народная",733C72CE-BA52-11E7-BC29-FE5F11EEAB0E
2889,"Московская обл., Раменский г.о., г. Раменское, ул. Народная, д.8",,МКД,"Раменский г.о., г. Раменское, ул. Народная",81307BD8-BA51-11E7-B658-FE5F11EEAB0E
70622,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.1",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",
3507,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.15",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",C89D1434-BA53-11E7-8E30-FE5F11EEAB0E
3312,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.16",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",030BEEFC-BA53-11E7-ABE2-FE5F11EEAB0E
3091,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.17",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",234DF3FA-BA52-11E7-BC29-FE5F11EEAB0E
70623,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.2",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",
70624,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.3",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",
3483,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.4",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",B95DE386-BA53-11E7-8E30-FE5F11EEAB0E
2998,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.6",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",D89ABB36-BA51-11E7-BC29-FE5F11EEAB0E
2397,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.7",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",C20EE542-BA54-11E7-8E30-FE5F11EEAB0E
3062,"Московская обл., Раменский г.о., г. Раменское, ул. Нефтегазосъемка, д.9",,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",0B6FBB1A-BA52-11E7-BC29-FE5F11EEAB0E
3804,"Московская обл., Раменский г.о., г. Раменское, ул. Новостройки, д.11/4",,МКД,"Раменский г.о., г. Раменское, ул. Новостройки",F6FA633E-BA55-11E7-B286-FE5F11EEAB0E
2953,"Московская обл., Раменский г.о., г. Раменское, ул. Новостройки, д.5",,МКД,"Раменский г.о., г. Раменское, ул. Новостройки",BB3B14B4-BA51-11E7-BC29-FE5F11EEAB0E
3645,"Московская обл., Раменский г.о., г. Раменское, ул. Новостройки, д.9",,МКД,"Раменский г.о., г. Раменское, ул. Новостройки",4CA84FB4-BA54-11E7-8E30-FE5F11EEAB0E
2896,"Московская обл., Раменский г.о., г. Раменское, ул. Ногина, д.2",,МКД,"Раменский г.о., г. Раменское, ул. Ногина",867553E8-BA51-11E7-9084-FE5F11EEAB0E
2310,"Московская обл., Раменский г.о., г. Раменское, ул. Ногина, д.3",,МКД,"Раменский г.о., г. Раменское, ул. Ногина",53162EA6-BA50-11E7-98AD-FE5F11EEAB0E
2354,"Московская обл., Раменский г.о., г. Раменское, ул. Ногина, д.6",,МКД,"Раменский г.о., г. Раменское, ул. Ногина",9A523522-BA54-11E7-8E30-FE5F11EEAB0E
2332,"Московская обл., Раменский г.о., г. Раменское, ул. Октябрьская, д.3",,МКД,"Раменский г.о., г. Раменское, ул. Октябрьская",6B63D79C-BA50-11E7-98AD-FE5F11EEAB0E
2327,"Московская обл., Раменский г.о., г. Раменское, ул. Октябрьская, д.36",,МКД,"Раменский г.о., г. Раменское, ул. Октябрьская",6501D8FE-BA50-11E7-98AD-FE5F11EEAB0E
3101,"Московская обл., Раменский г.о., г. Раменское, ул. Первомайская, д.12",,МКД,"Раменский г.о., г. Раменское, ул. Первомайская",2C8E4230-BA52-11E7-BC29-FE5F11EEAB0E
3453,"Московская обл., Раменский г.о., г. Раменское, ул. Первомайская, д.9",,МКД,"Раменский г.о., г. Раменское, ул. Первомайская",9FDF8356-BA53-11E7-8E30-FE5F11EEAB0E
3980,"Московская обл., Раменский г.о., г. Раменское, ул. Песочная, д.13",,МКД,"Раменский г.о., г. Раменское, ул. Песочная",
2769,"Московская обл., Раменский г.о., г. Раменское, ул. Пограничная, д.1",,МКД,"Раменский г.о., г. Раменское, ул. Пограничная",1A1B8B04-BA51-11E7-B856-FE5F11EEAB0E
3958,"Московская обл., Раменский г.о., г. Раменское, ул. Пограничная, д.1б",,МКД,"Раменский г.о., г. Раменское, ул. Пограничная",BD32DE7E-BA55-11E7-8E30-FE5F11EEAB0E
3236,"Московская обл., Раменский г.о., г. Раменское, ул. Полевая, д.2",,МКД,"Раменский г.о., г. Раменское, ул. Полевая",C11BA136-BA52-11E7-B3F0-FE5F11EEAB0E
2308,"Московская обл., Раменский г.о., г. Раменское, ул. Полевая, д.4",,МКД,"Раменский г.о., г. Раменское, ул. Полевая",4ABB41C4-BA50-11E7-98AD-FE5F11EEAB0E
3519,"Московская обл., Раменский г.о., г. Раменское, ул. Полевая, д.40а",,МКД,"Раменский г.о., г. Раменское, ул. Полевая",D8A966F2-BA53-11E7-8E30-FE5F11EEAB0E
3416,"Московская обл., Раменский г.о., г. Раменское, ул. Полевая, д.42а",,МКД,"Раменский г.о., г. Раменское, ул. Полевая",7D75DB30-BA53-11E7-8E30-FE5F11EEAB0E
2780,"Московская обл., Раменский г.о., г. Раменское, ул. Полевая, д.5",,МКД,"Раменский г.о., г. Раменское, ул. Полевая",1FCD2D5A-BA51-11E7-9332-FE5F11EEAB0E
2371,"Московская обл., Раменский г.о., г. Раменское, ул. Полевая, д.55",,МКД,"Раменский г.о., г. Раменское, ул. Полевая",AA248108-BA54-11E7-8E30-FE5F11EEAB0E
2672,"Московская обл., Раменский г.о., г. Раменское, ул. Полевая, д.64",,МКД,"Раменский г.о., г. Раменское, ул. Полевая",C4D671B8-BA50-11E7-B8BB-FE5F11EEAB0E
3513,"Московская обл., Раменский г.о., г. Раменское, ул. Полярная, д.5",,МКД,"Раменский г.о., г. Раменское, ул. Полярная",D0DEC7F0-BA53-11E7-8E30-FE5F11EEAB0E
3064,"Московская обл., Раменский г.о., г. Раменское, ул. Приборостроителей, д.1",,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",1001A54E-BA52-11E7-BC29-FE5F11EEAB0E
3175,"Московская обл., Раменский г.о., г. Раменское, ул. Приборостроителей, д.12",,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",7F50D730-BA52-11E7-BC29-FE5F11EEAB0E
2697,"Московская обл., Раменский г.о., г. Раменское, ул. Приборостроителей, д.14",,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",D724C496-BA50-11E7-9DD4-FE5F11EEAB0E
2444,"Московская обл., Раменский г.о., г. Раменское, ул. Приборостроителей, д.16",,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",E8C14D6A-BA54-11E7-8E30-FE5F11EEAB0E
3614,"Московская обл., Раменский г.о., г. Раменское, ул. Приборостроителей, д.16а",,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",2AB2FD6E-BA54-11E7-8E30-FE5F11EEAB0E
2840,"Московская обл., Раменский г.о., г. Раменское, ул. Приборостроителей, д.1а",,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",5D7A1302-BA51-11E7-BFBA-FE5F11EEAB0E
3602,"Московская обл., Раменский г.о., г. Раменское, ул. Приборостроителей, д.2",,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",215B8DEE-BA54-11E7-8E30-FE5F11EEAB0E
3619,"Московская обл., Раменский г.о., г. Раменское, ул. Приборостроителей, д.21",,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",2D4982DC-BA54-11E7-8E30-FE5F11EEAB0E
